id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_timezone,type,source
7602,Kaiapit Airport,Kaiapit,Papua New Guinea,KIA,,-6.271233,146.267786,1039,,,,airport,Air-Port-Codes
7603,Kaikohe Airport,Kaikohe,New Zealand,KKO,,-35.452778,173.816670,541,,,,airport,Air-Port-Codes
7604,Kake Airport,Kake,United States,KAE,,56.973618,-133.943680,24,,,,airport,Air-Port-Codes
7605,Kake Airport,Kake,United States,AFE,,56.964510,-133.915826,138,,,,airport,Air-Port-Codes
7606,Kalabo Airport,Kalabo,Zambia,KLB,,-14.998407,22.647427,3439,,,,airport,Air-Port-Codes
7607,Kalakaket Creek Air Station,Kalakaket Creek,United States,KKK,,64.424447,-156.843339,1561,,,,airport,Air-Port-Codes
7608,Kalat Airport,Kalat,Pakistan,KBH,,27.796969,66.639285,3987,,,,airport,Air-Port-Codes
7609,Kalokol Airport,Kalokol,Kenya,KLK,,3.122349,35.610119,1631,,,,airport,Air-Port-Codes
7610,Kalpowar Airport,Kalpowar,Australia,KPP,,-14.889745,144.220080,85,,,,airport,Air-Port-Codes
7611,Kalumburu Airport,Kalumburu,Australia,UBU,,-14.288810,126.635706,70,,,,airport,Air-Port-Codes
7612,Kamalpur Airport,Kamalpur,India,IXQ,,24.136460,91.810936,146,,,,airport,Air-Port-Codes
7613,Kamaran Airport,Kamaran,Yemen,KAM,,14.755132,42.971053,50,,,,airport,Air-Port-Codes
7614,Kamaran Downs Airport,Kamaran Downs,Australia,KDS,,15.479167,44.219722,7200,,,,airport,Air-Port-Codes
7615,Kamarata Airport,Kamarata,Venezuela,KTV,,6.241116,-62.855895,1295,,,,airport,Air-Port-Codes
7616,Kambalda Airport,Kambalda,Australia,KDB,,-31.194887,121.599406,1056,,,,airport,Air-Port-Codes
7617,Kamberatoro Airport,Kamberatoro,Papua New Guinea,KDQ,,3.600556,141.051667,1350,,,,airport,Air-Port-Codes
7618,Kambuaya Airport,Kambuaya,Indonesia,KBX,,-2.127452,132.160041,14,,,,airport,Air-Port-Codes
7619,Kamenets-Podolskiy Airport,Kamenets-Podolskiy,Ukraine,KCP,,48.266855,25.967217,791,,,,airport,Air-Port-Codes
7620,Kamileroi Airport,Kamileroi,Australia,KML,,-19.375000,140.057007,279,,,,airport,Air-Port-Codes
7621,Kamina Airport,Kamina,Papua New Guinea,KMF,,-8.728690,24.991360,3693,,,,airport,Air-Port-Codes
7622,Kamiraba Airport,Kamiraba,Papua New Guinea,KJU,,-2.883330,151.250000,10,,,,airport,Air-Port-Codes
7623,Kampala Airport,Kampala,Uganda,KLA,,0.045052,32.442821,3814,,,,airport,Air-Port-Codes
7624,Kampong Cham Airport,Kompong Thom,Cambodia,KZK,,12.255250,104.563889,72,,,,airport,Air-Port-Codes
7625,Kampot Airport,Kampot,Cambodia,KMT,,11.552384,104.844837,47,,,,airport,Air-Port-Codes
7626,Kamur Airport,Kamur,Indonesia,KCD,,-5.492688,138.085562,9,,,,airport,Air-Port-Codes
7627,Kamusi Airport,Kamusi,Papua New Guinea,KUY,,-5.444524,141.519270,1113,,,,airport,Air-Port-Codes
7628,Kanab Municipal Airport,Kanab,United States,KNB,,37.010607,-112.530866,4838,,,,airport,Air-Port-Codes
7629,Kanabea Airport,Kanabea,Papua New Guinea,KEX,,47.724000,10.311000,1200,,,,airport,Air-Port-Codes
7630,Kanainj Airport,Kanainj,Papua New Guinea,KNE,,-5.290300,144.707200,4064,,,,airport,Air-Port-Codes
7631,Kandep Airport,Kandep,Papua New Guinea,KDP,,-5.634367,143.891298,5887,,,,airport,Air-Port-Codes
7632,Kandrian Airport,Kandrian,Papua New Guinea,KDR,,41.616670,25.333332,280,,,,airport,Air-Port-Codes
7633,Kangersuatsiaq Heliport,Kangersuatsiaq,Greenland,KAQ,,72.790000,-56.130556,3,,,,airport,Air-Port-Codes
7634,Kangilinnguit Heliport,Kangilinnguit,Greenland,JGR,,61.229128,-48.097339,99,,,,airport,Air-Port-Codes
7635,Kaniama Airport,Kaniama,Democratic Republic of Congo,KNM,,-8.642222,25.253611,3629,,,,airport,Air-Port-Codes
7636,Kankan Airport,Kankan,Guinea,KNN,,10.447765,-9.227294,1238,,,,airport,Air-Port-Codes
7637,Kantchari Airport,Kantchari,Burkina Faso,XKA,,13.476534,2.177158,744,,,,airport,Air-Port-Codes
7638,Kanua Airport,Kanua,Papua New Guinea,KTK,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7639,Kaoma Airport,Kaoma,Zambia,KMZ,,-14.796835,24.808156,3800,,,,airport,Air-Port-Codes
7640,Kapal Airport,Kapal,Papua New Guinea,KPL,,-8.743376,115.172470,23,,,,airport,Air-Port-Codes
7641,Kapanga Airport,Kapanga,Democratic Republic of Congo,KAP,,-3.311411,17.381649,1053,,,,airport,Air-Port-Codes
7642,Kapit Airport,Kapit,Malaysia,KPI,,2.010436,112.931573,62,,,,airport,Air-Port-Codes
7643,Kar Airport,Kar,Papua New Guinea,KAK,,-4.649280,145.980417,3567,,,,airport,Air-Port-Codes
7644,Kar Kar Airport,Kar Kar,Papua New Guinea,KRX,,-4.649280,145.980417,3567,,,,airport,Air-Port-Codes
7645,Karanambo Airport,Karanambo,Guyana,KRM,,3.371667,-59.790001,289,,,,airport,Air-Port-Codes
7646,Karasabai Airport,Karasabai,Guyana,KRG,,3.371667,-59.790000,289,,,,airport,Air-Port-Codes
7647,Karasburg Airport,Karasburg,Namibia,KAS,,-26.537527,18.111389,3491,,,,airport,Air-Port-Codes
7648,Karato Airport,Karato,Papua New Guinea,KAF,,32.886920,131.084107,4175,,,,airport,Air-Port-Codes
7649,Karawari Airport,Karawari,Papua New Guinea,KRJ,,-6.314993,143.955550,6731,,,,airport,Air-Port-Codes
7650,Kardjali Airport,Kardjali,Bulgaria,KDG,,42.067778,24.850833,591,,,,airport,Air-Port-Codes
7651,Karimui Airport,Karimui,Papua New Guinea,KMR,,-5.828889,144.300278,5366,,,,airport,Air-Port-Codes
7652,Karluk Lake Seaplane Base,Karluk Lake,United States,KKL,,57.367036,-154.027591,367,,,,airport,Air-Port-Codes
7653,Karoola Airport,Karoola,Papua New Guinea,KXR,,-6.053602,155.190731,3576,,,,airport,Air-Port-Codes
7654,Karubaga Airport,Karubaga,Indonesia,KBF,,-4.094479,138.949543,5440,,,,airport,Air-Port-Codes
7655,Kasaan Seaplane Base,Kasaan,United States,KXA,,55.537414,-132.397514,17,,,,airport,Air-Port-Codes
7656,Kasanombe Airport,Kasanombe,Papua New Guinea,KSB,,-6.569722,146.726111,241,,,,airport,Air-Port-Codes
7657,Kasenga Airport,Kasenga,Democratic Republic of Congo,KEC,,-11.591111,27.530833,4256,,,,airport,Air-Port-Codes
7658,Kasongo Lunda Airport,Kasongo Lunda,Democratic Republic of Congo,KGN,,-4.385556,15.444444,1004,,,,airport,Air-Port-Codes
7659,Katanning Airport,Katanning,Australia,KNI,,-33.699124,117.654485,929,,,,airport,Air-Port-Codes
7660,Katiola Airport,Katiola,Ivory Coast,KTC,,7.739444,-5.069167,1234,,,,airport,Air-Port-Codes
7661,Kato Airport,Kato,Guyana,KTO,,4.785585,-59.287998,485,,,,airport,Air-Port-Codes
7662,Katsina Airport,Katsina,Nigeria,DKA,,13.003712,7.660803,1663,,,,airport,Air-Port-Codes
7663,Kavanayén Airport,Kavanayén,Venezuela,KAV,,5.883333,-60.616670,1780,,,,airport,Air-Port-Codes
7664,Kawau Island Airport,Kawau Island,New Zealand,KUI,,-37.008248,174.785036,20,,,,airport,Air-Port-Codes
7665,Kawito Airport,Kawito,Papua New Guinea,KWO,,-9.086667,143.207778,30,,,,airport,Air-Port-Codes
7666,Kaya Airport,Kaya,Burkina Faso,XKY,,12.353611,-1.511944,1016,,,,airport,Air-Port-Codes
7667,Kearney Regional Airport,Kearney,United States,EAR,,40.727028,-99.006778,2126,,,,airport,Air-Port-Codes
7668,Kebar Airport,Kebar,Indonesia,KEQ,,-0.892272,134.049165,19,,,,airport,Air-Port-Codes
7669,Kegelman Air Force Auxiliary Field,Cherokee,United States,CKA,,36.749845,-98.110400,1153,,,,airport,Air-Port-Codes
7670,Keglsugl Airport,Keglsugl,Papua New Guinea,KEG,,-5.125000,144.323056,6248,,,,airport,Air-Port-Codes
7671,Keibane Airport,Nara,Mali,NRM,,15.168938,-7.289566,872,,,,airport,Air-Port-Codes
7672,Keisah Airport,Keisah,Indonesia,KEA,,-7.607874,110.203751,883,,,,airport,Air-Port-Codes
7673,Kelafo East Airport,Kelafo,Ethiopia,LFO,,5.934446,43.576312,934,,,,airport,Air-Port-Codes
7674,Kelanoa Airport,Kelanoa,Papua New Guinea,KNL,,-5.720525,148.056693,120,,,,airport,Air-Port-Codes
7675,Kelila Airport,Kelila,Indonesia,LLN,,-4.094479,138.949543,5440,,,,airport,Air-Port-Codes
7676,Kelle Airport,Kelle,Democratic Republic of Congo,KEE,,-0.069019,14.503949,1414,,,,airport,Air-Port-Codes
7677,Kelsey Airport,Kelsey,Canada,ZEE,,56.037793,-96.509606,620,,,,airport,Air-Port-Codes
7678,Keluang Airport,Keluang,Indonesia,KLQ,,-2.894924,104.705290,33,,,,airport,Air-Port-Codes
7679,Kemmerer Municipal Airport,Kemmerer,United States,EMM,,41.824947,-110.559059,7277,,,,airport,Air-Port-Codes
7680,Kéniéba Airport,Kéniéba,Mali,KNZ,,14.480634,-11.398433,175,,,,airport,Air-Port-Codes
7681,Keningau Airport,Keningau,Malaysia,KGU,,5.355316,116.164885,1040,,,,airport,Air-Port-Codes
7682,Kenmore Air Harbor Seaplane Base,Seattle,United States,LKE,,47.628574,-122.339830,26,,,,airport,Air-Port-Codes
7683,"Kenmore Air Harbor, Inc",Kenmore,United States,KEH,,47.756922,-122.257910,20,,,,airport,Air-Port-Codes
7684,Kennett Memorial Airport,Kennett,United States,KNT,,36.229176,-90.036153,242,,,,airport,Air-Port-Codes
7685,Kent State University Airport,Kent,United States,1G3,,41.032668,-81.469093,1043,,,,airport,Air-Port-Codes
7686,Kentland Municipal Airport,Kentland,United States,KKT,,40.760255,-87.433764,694,,,,airport,Air-Port-Codes
7687,Kepi Airport,Kepi,Indonesia,KEI,,-5.100000,140.666670,1502,,,,airport,Air-Port-Codes
7688,Kerau Airport,Kerau,Papua New Guinea,KRU,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7689,Kerio Valley Airport,Kerio Valley,Kenya,KRV,,3.122349,35.610119,1631,,,,airport,Air-Port-Codes
7690,Ketchikan Harbor Seaplane Base,Ketchikan,United States,WFB,,55.348441,-131.688449,0,,,,airport,Air-Port-Codes
7691,Khaneh Airport,Khaneh,Iran,KHA,,36.241943,50.049168,4187,,,,airport,Air-Port-Codes
7692,Kharkhorin Airport,Kharkhorin,Mongolia,KHR,,46.250089,102.803020,5849,,,,airport,Air-Port-Codes
7693,Khashm El Girba Airport,Khashm El Girba,Sudan,GBU,,14.925095,35.877405,1575,,,,airport,Air-Port-Codes
7694,Khoka Moya Airport,Khoka Moya,South Africa,KHO,,-24.627044,31.376953,1413,,,,airport,Air-Port-Codes
7695,Khong Airport,Khong,Laos,KOG,,17.988056,102.563056,549,,,,airport,Air-Port-Codes
7696,Khowai Airport,Khowai,India,IXN,,24.063889,91.603330,92,,,,airport,Air-Port-Codes
7697,Khujirt Airport,Khujirt,Mongolia,HJT,,46.923142,102.768010,5409,,,,airport,Air-Port-Codes
7698,Khulna Airport,Khulna,Bangladesh,KHL,,22.800146,90.301199,21,,,,airport,Air-Port-Codes
7699,Khwahan Airport,Khwahan,Afghanistan,KWH,,37.983891,69.803612,2192,,,,airport,Air-Port-Codes
7700,Kibuli Airport,Kibuli,Papua New Guinea,KII,,-9.086667,143.207778,30,,,,airport,Air-Port-Codes
7701,Kickapoo Downtown Airport,Wichita Falls,United States,KIP,,33.865323,-98.493882,981,,,,airport,Air-Port-Codes
7702,Kikinonda Airport,Kikinonda,Papua New Guinea,KIZ,,16.964324,82.231692,47,,,,airport,Air-Port-Codes
7703,Kilkenny Airport,Kilkenny,Ireland,KKY,,52.650833,-7.296111,280,,,,airport,Air-Port-Codes
7704,Kilwa Airport,Kilwa,Democratic Republic of Congo,KIL,,-8.910252,39.508426,59,,,,airport,Air-Port-Codes
7705,Kimam Airport,Kimam,Indonesia,KMM,,-7.961354,138.799512,23,,,,airport,Air-Port-Codes
7706,Kimberley Downs Airport,Kimberley Downs,Australia,KBD,,-17.392493,124.357512,187,,,,airport,Air-Port-Codes
7707,Kincheloe Air Force Base,Sault Ste. Marie,United States,INR,,36.250734,-115.056240,1904,,,,airport,Air-Port-Codes
7708,Kindamba Airport,Kindamba,Democratic Republic of Congo,KNJ,,-4.014762,13.967337,1568,,,,airport,Air-Port-Codes
7709,Kingman Airport,Kingman,United States,IGM,,35.256959,-113.938058,3416,,,,airport,Air-Port-Codes
7710,Kings Canyon Airport,Kings Canyon,Australia,KBJ,,-24.259315,131.488466,2071,,,,airport,Air-Port-Codes
7711,Kinkungwa Airport,Kalima,Democratic Republic of Congo,KLY,,-2.926224,25.915016,1624,,,,airport,Air-Port-Codes
7712,Kira Airport,Kira,Papua New Guinea,KIQ,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7713,Kirawira B Aerodrome,Grumeti Game Reserve,Tanzania,GTZ,,-2.018514,34.219927,3909,,,,airport,Air-Port-Codes
7714,Kirk Field,Paragould,United States,PGR,,53.865874,-1.692432,490,,,,airport,Air-Port-Codes
7715,Kirkimbie Station Airport,Kirkimbie,Australia,KBB,,-17.778647,129.207994,1360,,,,airport,Air-Port-Codes
7716,Kirsch Municipal Airport,Sturgis,United States,IRS,,41.812516,-85.429785,924,,,,airport,Air-Port-Codes
7717,Kirtland Air Force Base Airport,Kirtland A.f.b.,United States,IKR,,35.043333,-106.612909,5309,,,,airport,Air-Port-Codes
7718,Kirundo Airport,Kirundo,Burundi,KRE,,-3.319189,29.320621,2565,,,,airport,Air-Port-Codes
7719,Kiryat Shmona Airport,Kiryat Shmona (Qiryat Shemona),Israel,KSW,,32.980406,35.572130,882,,,,airport,Air-Port-Codes
7720,Kisengan Airport,Kisengan,Papua New Guinea,KSG,,-5.125000,144.323056,6248,,,,airport,Air-Port-Codes
7721,Kitava Airport,Kitava,Papua New Guinea,KVE,,-8.506880,151.081495,31,,,,airport,Air-Port-Codes
7722,Kitoi Bay Seaplane Base,Kodiak,United States,KKB,,58.190946,-152.370487,0,,,,airport,Air-Port-Codes
7723,Kiunga Airport,Kiunga,Kenya,KIU,,-2.252222,40.913056,20,,,,airport,Air-Port-Codes
7724,Kiwai Island Airport,Kiwai Island,Papua New Guinea,KWX,,-8.548108,143.455420,33,,,,airport,Air-Port-Codes
7725,Kiwayu Airport,Kiwayu,Kenya,KWY,,-2.011042,41.269563,60,,,,airport,Air-Port-Codes
7726,Klagenfurt Hauptbahnhof,Klagenfurt,Austria,KGV,,46.615985,14.313574,1451,,,,airport,Air-Port-Codes
7727,Klawock Seaplane Base Airport,Klawock,United States,AQC,,55.478537,-133.146874,4,,,,airport,Air-Port-Codes
7728,Knoxville Downtown Island Airport,Knoxville,United States,DKX,,35.963693,-83.872234,831,,,,airport,Air-Port-Codes
7729,Koblenz-Winningen Airport,Koblenz,Germany,ZNV,,50.324493,7.527646,645,,,,airport,Air-Port-Codes
7730,Kodiak Municipal Airport,Kodiak,United States,KDK,,57.806429,-152.373371,141,,,,airport,Air-Port-Codes
7731,Koh Kong Airport,Koh Kong,Cambodia,KKZ,,11.613836,102.996814,20,,,,airport,Air-Port-Codes
7732,Kohat Airbase,Kohat,Pakistan,OHT,,33.575172,71.436689,1646,,,,airport,Air-Port-Codes
7733,Koinambe Airport,Koinambe,Papua New Guinea,KMB,,-5.828889,144.300278,5366,,,,airport,Air-Port-Codes
7734,Koinghaas Airport,Koinghaas,South Africa,KIG,,-29.683332,17.066668,101,,,,airport,Air-Port-Codes
7735,Kokhanok Airport,Kokhanok,United States,KNK,,59.744300,-154.943000,157,,,,airport,Air-Port-Codes
7736,Kokoda Airport,Kokoda,Papua New Guinea,KKD,,-8.803523,148.309670,294,,,,airport,Air-Port-Codes
7737,Kokoro Airport,Kokoro,Papua New Guinea,KOR,,7.835200,146.532900,233,,,,airport,Air-Port-Codes
7738,Kol Airport,Kol,Papua New Guinea,KQL,,-9.441944,147.218889,124,,,,airport,Air-Port-Codes
7739,Komaio Airport,Komaio,Papua New Guinea,KCJ,,-6.067582,142.859259,5055,,,,airport,Air-Port-Codes
7740,Komako Airport,Komako,Papua New Guinea,HOC,,-7.963416,145.771388,26,,,,airport,Air-Port-Codes
7741,Komatipoort Airport,Komatipoort,South Africa,KOF,,-25.440560,31.930280,545,,,,airport,Air-Port-Codes
7742,Komo-Manda Airport,Komo,Papua New Guinea,KOM,,-2.252222,40.913056,20,,,,airport,Air-Port-Codes
7743,Kompiam Airport,Kompiam,Papua New Guinea,KPM,,-5.634367,143.891298,5887,,,,airport,Air-Port-Codes
7744,Kon Airport,Kon,Indonesia,KCI,,-6.410039,107.460131,152,,,,airport,Air-Port-Codes
7745,Konawaruk Airport,Konawaruk,Guyana,KKG,,5.300000,-58.916700,175,,,,airport,Air-Port-Codes
7746,Kondubol Airport,Kondubol,Papua New Guinea,KPF,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7747,Konge Airport,Konge,Papua New Guinea,KGB,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7748,Kontum Airport,Kontum,Vietnam,KON,,14.354167,108.021385,1804,,,,airport,Air-Port-Codes
7749,Koolatah Airport,Koolatah,Australia,KOH,,-15.891741,142.442218,157,,,,airport,Air-Port-Codes
7750,Koolburra Airport,Koolburra,Australia,KKP,,-15.319150,143.955006,325,,,,airport,Air-Port-Codes
7751,Koonibba Airport,Koonibba,Australia,KQB,,-32.123981,133.701802,55,,,,airport,Air-Port-Codes
7752,Kópasker Airport,Kópasker,Iceland,OPA,,66.219071,-15.334290,11,,,,airport,Air-Port-Codes
7753,Kopiago Airport,Kopiago,Papua New Guinea,KPA,,-5.127359,141.640463,4942,,,,airport,Air-Port-Codes
7754,Kornasoren Airport,Noemfoor,Indonesia,FOO,,-0.936390,134.871940,30,,,,airport,Air-Port-Codes
7755,Koroba Airport,Koroba,Papua New Guinea,KDE,,-5.719201,142.697554,6096,,,,airport,Air-Port-Codes
7756,Korolevu Airport,Korolevu,Fiji,KVU,,-17.754277,177.436812,23,,,,airport,Air-Port-Codes
7757,Kosciusko-Attala County Airport,Kosciusko,United States,OSX,,33.090016,-89.540918,471,,,,airport,Air-Port-Codes
7758,Kosipe Airport,Kosipe,Papua New Guinea,KSP,,-9.441944,147.218889,124,,,,airport,Air-Port-Codes
7759,Koszalin-Zegrze Pomorskie Airport,Koszalin,Poland,OSZ,,54.042034,16.268921,220,,,,airport,Air-Port-Codes
7760,Kota Kinabalu Airport,Kota Kinabalu,Malaysia,ZWR,,5.923076,116.051017,35,,,,airport,Air-Port-Codes
7761,Kotabangun Airport,Kotabangun,Indonesia,KOD,,-0.484551,117.157111,11,,,,airport,Air-Port-Codes
7762,Kouba Airport,Kouba,Algeria,KDF,,36.697848,3.206819,74,,,,airport,Air-Port-Codes
7763,Koumala Airport,Koumala,Central African Republic,KOL,,5.333775,25.929430,2107,,,,airport,Air-Port-Codes
7764,Koutaba Airport,Koutaba,Cameroon,KOB,,5.642289,10.754180,3971,,,,airport,Air-Port-Codes
7765,Koutiala Airport,Koutiala,Mali,KTX,,11.300000,-5.583333,1391,,,,airport,Air-Port-Codes
7766,Krakor Airport,Krakor,Cambodia,KZD,,12.445838,104.255941,147,,,,airport,Air-Port-Codes
7767,Kremenchug Airport,Kremenchug,Ukraine,KHU,,49.402440,32.012282,335,,,,airport,Air-Port-Codes
7768,Kribi Airport,Kribi,Cameroon,KBI,,2.873987,9.977568,165,,,,airport,Air-Port-Codes
7769,Krymsk Air Base Airport,Krymsk,Russia,NOI,,44.959999,38.000000,66,,,,airport,Air-Port-Codes
7770,Kukundu Airport,Kolombangara Island,Solomon Islands,KUE,,-8.016667,156.950000,2,,,,airport,Air-Port-Codes
7771,Kulgera Airport,Kulgera,Australia,KGR,,-25.842691,133.292937,1680,,,,airport,Air-Port-Codes
7772,Kulik Lake Airport,Kulik Lake,United States,LKK,,58.965679,-155.110135,708,,,,airport,Air-Port-Codes
7773,Kulusuk Airport,Kulusuk,Greenland,KUS,,65.573876,-37.134814,166,,,,airport,Air-Port-Codes
7774,Kunshan South Railway Station,Kunshan,China,KVN,,31.352314,120.950594,6,,,,airport,Air-Port-Codes
7775,Kupiano Airport,Kupiano,Papua New Guinea,KUP,,-9.441944,147.218889,124,,,,airport,Air-Port-Codes
7776,Kuri Airport,Kuri,Papua New Guinea,KUQ,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7777,Kurundi Airport,Kurundi,Australia,KRD,,-19.635036,134.181222,1205,,,,airport,Air-Port-Codes
7778,Kurupung Airport,Kurupung,Guyana,KPG,,6.466667,-59.166667,102,,,,airport,Air-Port-Codes
7779,Kurwina Airport,Kurwina,Papua New Guinea,KWV,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7780,Kushimoto Airport,Kushimoto,Japan,KUJ,,33.662339,135.360581,298,,,,airport,Air-Port-Codes
7781,Kwai Harbour Airport,Kwai Harbour,Solomon Islands,KWR,,-8.869807,161.003909,112,,,,airport,Air-Port-Codes
7782,Kwailabesi Airport,Kwailabesi,Solomon Islands,KWS,,-8.360508,160.775127,52,,,,airport,Air-Port-Codes
7783,Kyauktaw Airport,Kyauktu,Burma (Myanmar),KYT,,21.412768,94.141460,1231,,,,airport,Air-Port-Codes
7784,Kyoto Airport,Kyoto,Japan,UKY,,34.789580,135.438089,43,,,,airport,Air-Port-Codes
7785,L. O. Simenstad Municipal Airport,Osceola,United States,OEO,,45.322962,-92.704394,820,,,,airport,Air-Port-Codes
7786,La Chorrera Airport,La Chorrera,Colombia,LCR,,-0.601389,-72.396291,800,,,,airport,Air-Port-Codes
7787,La Cumbre Airport,La Cumbre,Argentina,LCM,,-31.313778,-64.209601,1555,,,,airport,Air-Port-Codes
7788,La Défense Heliport,Paris,France,JPU,,48.833056,2.273056,100,,,,airport,Air-Port-Codes
7789,La Esperanza Airport,La Esperanza,Honduras,LEZ,,14.290556,-88.175000,5493,,,,airport,Air-Port-Codes
7790,La Guaira Airport,La Guaira,Venezuela,LAG,,10.602125,-66.995536,199,,,,airport,Air-Port-Codes
7791,La Isabela International Airport,Santo Domingo,Dominican Republic,JQB,,18.575754,-69.981707,83,,,,airport,Air-Port-Codes
7792,La Jagua Airport,Garzón,Colombia,GLJ,,2.947596,-75.295410,1467,,,,airport,Air-Port-Codes
7793,La Junta Muni Airport,La Junta,United States,LHX,,38.044497,-103.513416,4192,,,,airport,Air-Port-Codes
7794,La Macarena Airport,La Macarena,Colombia,LMC,,2.177912,-73.787530,777,,,,airport,Air-Port-Codes
7795,La Porte Municipal Airport,La Porte,United States,LPO,,29.669186,-95.064375,25,,,,airport,Air-Port-Codes
7796,La Porte Municipal Airport,La Porte,United States,PPO,,29.669186,-95.064375,25,,,,airport,Air-Port-Codes
7797,La Primavera Airport,La Primavera,Colombia,LPE,,5.478702,-70.420046,388,,,,airport,Air-Port-Codes
7798,La Sarre Airport,La Sarre,Canada,SSQ,,48.916522,-79.179048,1004,,,,airport,Air-Port-Codes
7799,La Unión Airport,La Unión,Honduras,LUI,,14.290556,-88.175000,5493,,,,airport,Air-Port-Codes
7800,Lablab Airport,Lablab,Papua New Guinea,LAB,,-5.582511,151.792501,62,,,,airport,Air-Port-Codes
7801,Labuha Airport,Labuha,Indonesia,LAH,,-0.636892,127.500992,77,,,,airport,Air-Port-Codes
7802,Lac Brochet Airport,Lac Brochet,Canada,ZWH,,58.619081,-101.486344,1214,,,,airport,Air-Port-Codes
7803,Laconia Municipal Airport,Laconia,United States,LCI,,43.572969,-71.417820,529,,,,airport,Air-Port-Codes
7804,Ladouanie Airport,Ladouanie,Suriname,LDO,,3.919305,-56.027783,547,,,,airport,Air-Port-Codes
7805,Lądowisko Częstochowa-Rudniki Airport,Czestochowa,Poland,CZW,,50.888701,19.201842,833,,,,airport,Air-Port-Codes
7806,Lady Elliot Island Airstrip Airport,Lady Elliot Island,Australia,LYT,,-24.113400,152.715000,13,,,,airport,Air-Port-Codes
7807,Lae Airport,Lae,Marshall Islands,LML,,8.720727,167.731380,5,,,,airport,Air-Port-Codes
7808,Lago Agrio Airport,Nueva Loja,Ecuador,LGQ,,0.092518,-76.866730,978,,,,airport,Air-Port-Codes
7809,Lague Airport,Lague,Democratic Republic of Congo,LCO,,11.854167,13.083889,1095,,,,airport,Air-Port-Codes
7810,Laguna Army Airfield,Yuma Proving Ground,United States,LGF,,32.860554,-114.396111,368,,,,airport,Air-Port-Codes
7811,Lagunillas Airport,Lagunillas,Venezuela,LGY,,10.555058,-71.723932,204,,,,airport,Air-Port-Codes
7812,Laï Airport,Laï,Chad,LTC,,9.416667,16.300000,1174,,,,airport,Air-Port-Codes
7813,Laiagam Airport,Laiagam,Papua New Guinea,LGM,,-5.634367,143.891298,5887,,,,airport,Air-Port-Codes
7814,Lake Baringo Airport,Lake Baringo,Kenya,LBN,,0.632055,36.056720,3176,,,,airport,Air-Port-Codes
7815,Lake County Airport,Leadville,United States,LXV,,42.161102,-120.399071,4723,,,,airport,Air-Port-Codes
7816,Lake Gregory Airport,Mulan,Australia,LGE,,-20.148901,127.975215,1405,,,,airport,Air-Port-Codes
7817,Lake Hood Seaplane Base,Anchorage,United States,LHD,,61.179005,-149.971651,75,,,,airport,Air-Port-Codes
7818,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY,,-5.444524,141.519270,1113,,,,airport,Air-Port-Codes
7819,Lake Nash Airport,Lake Nash,Australia,LNH,,-20.979383,137.918044,637,,,,airport,Air-Port-Codes
7820,Lake Rudolf Airport,Lake Rudolf,Kenya,LKU,,3.416667,35.883330,,,,,airport,Air-Port-Codes
7821,Lake Wales Municipal Airport,Lake Wales,United States,X07,,27.893801,-81.620407,126,,,,airport,Air-Port-Codes
7822,Lakefield Airport,Lakefield,Australia,LFP,,-14.920711,144.202858,100,,,,airport,Air-Port-Codes
7823,Lakeland Downs Airport,Lakeland Downs,Australia,LKD,,39.778370,-74.947664,139,,,,airport,Air-Port-Codes
7824,Lakota Airport,Lakota,United States,LKT,,48.042777,-98.336215,1515,,,,airport,Air-Port-Codes
7825,Lalmonirhat Airport,Lalmonirhat,Bangladesh,LLJ,,25.889718,89.432262,114,,,,airport,Air-Port-Codes
7826,Lalomalava Airport,Lalomalava,Samoa,LAV,,-13.830450,-172.008110,30,,,,airport,Air-Port-Codes
7827,Lamassa Airport,Lamassa,Papua New Guinea,LMG,,-4.340456,152.379667,40,,,,airport,Air-Port-Codes
7828,Landskrona Heliport,Landskrona,Sweden,JLD,,55.870348,12.830080,23,,,,airport,Air-Port-Codes
7829,Langimar Airport,Langimar,Papua New Guinea,LNM,,-9.137500,147.599500,3282,,,,airport,Air-Port-Codes
7830,Langtang Airport,Langtang,Nepal,LTG,,27.698090,85.359223,4383,,,,airport,Air-Port-Codes
7831,Lansdowne Airport,Lansdowne,Australia,LDW,,-25.049999,146.266998,1362,,,,airport,Air-Port-Codes
7832,Lansdowne Airport,Youngstown,United States,04G,,41.129159,-80.620598,1023,,,,airport,Air-Port-Codes
7833,Lansing Municipal Airport,Lansing,United States,IGQ,,41.541549,-87.536471,615,,,,airport,Air-Port-Codes
7834,Lanzhou Zhongchuan International Airport,Lanzhou,China,ZGC,,36.515000,103.620000,6389,,,,airport,Air-Port-Codes
7835,Lanzhoudong Airport,Lanzhou,China,LZD,,36.051568,103.851669,4991,,,,airport,Air-Port-Codes
